Id,Abstract,Task 1
D03854,Overlapping of cervical cells and poor contrast of cell cytoplasm are the major issues in accurate detection and segmentation of cervical cells.$$$An unsupervised cell segmentation approach is presented here.$$$Cell clump segmentation was carried out using the extended depth of field (EDF) image created from the images of different focal planes.$$$A modified Otsu method with prior class weights is proposed for accurate segmentation of nuclei from the cell clumps.$$$The cell cytoplasm was further segmented from cell clump depending upon the number of nucleus detected in that cell clump.$$$Level set model was used for cytoplasm segmentation.,BACKGROUND/OBJECTIVES OBJECTIVES METHODS METHODS METHODS METHODS
D03966,"We consider the problem of mapping digital data encoded on a quantum register to analog amplitudes in parallel.$$$It is shown to be unlikely that a fully unitary polynomial-time quantum algorithm exists for this problem; NP becomes a subset of BQP if it exists.$$$In the practical point of view, we propose a nonunitary linear-time algorithm using quantum decoherence.$$$It tacitly uses an exponentially large physical resource, which is typically a huge number of identical molecules.$$$Quantumness of correlation appearing in the process of the algorithm is also discussed.",OBJECTIVES RESULTS METHODS/CONCLUSIONS METHODS/RESULTS OBJECTIVES
D03101,"In this paper, we propose a novel CS approach in which the acquisition of non-visible information is also avoided.",OBJECTIVES
D02580,"Almost all known secret sharing schemes work on numbers.$$$Such methods will have difficulty in sharing graphs since the number of graphs increases exponentially with the number of nodes.$$$We propose a secret sharing scheme for graphs where we use graph intersection for reconstructing the secret which is hidden as a sub graph in the shares.$$$Our method does not rely on heavy computational operations such as modular arithmetic or polynomial interpolation but makes use of very basic operations like assignment and checking for equality, and graph intersection can also be performed visually.$$$In certain cases, the secret could be reconstructed using just pencil and paper by authorised parties but cannot be broken by an adversary even with unbounded computational power.$$$The method achieves perfect secrecy for (2, n) scheme and requires far fewer operations compared to Shamir's algorithm.$$$The proposed method could be used to share objects such as matrices, sets, plain text and even a heterogeneous collection of these.$$$Since we do not require a previously agreed upon encoding scheme, the method is very suitable for sharing heterogeneous collection of objects in a dynamic fashion.",BACKGROUND BACKGROUND OBJECTIVES METHODS METHODS RESULTS RESULTS RESULTS
D03195,"As an ubiquitous method in natural language processing, word embeddings are extensively employed to map semantic properties of words into a dense vector representation.$$$They capture semantic and syntactic relations among words but the vector corresponding to the words are only meaningful relative to each other.$$$Neither the vector nor its dimensions have any absolute, interpretable meaning.$$$We introduce an additive modification to the objective function of the embedding learning algorithm that encourages the embedding vectors of words that are semantically related to a predefined concept to take larger values along a specified dimension, while leaving the original semantic learning mechanism mostly unaffected.$$$In other words, we align words that are already determined to be related, along predefined concepts.$$$Therefore, we impart interpretability to the word embedding by assigning meaning to its vector dimensions.$$$The predefined concepts are derived from an external lexical resource, which in this paper is chosen as Roget's Thesaurus.$$$We observe that alignment along the chosen concepts is not limited to words in the Thesaurus and extends to other related words as well.$$$We quantify the extent of interpretability and assignment of meaning from our experimental results.$$$We also demonstrate the preservation of semantic coherence of the resulting vector space by using word-analogy and word-similarity tests.$$$These tests show that the interpretability-imparted word embeddings that are obtained by the proposed framework do not sacrifice performances in common benchmark tests.",BACKGROUND BACKGROUND BACKGROUND/OBJECTIVES OBJECTIVES/METHODS OBJECTIVES/METHODS OBJECTIVES METHODS RESULTS METHODS/RESULTS RESULTS RESULTS/CONCLUSIONS
D06946,"In this work, we propose a novel framework for privacy-preserving client-distributed machine learning.$$$It is motivated by the desire to achieve differential privacy guarantees in the local model of privacy in a way that satisfies all systems constraints using asynchronous client-server communication and provides attractive model learning properties.$$$We call it ""Draw and Discard"" because it relies on random sampling of models for load distribution (scalability), which also provides additional server-side privacy protections and improved model quality through averaging.$$$We present the mechanics of client and server components of ""Draw and Discard"" and demonstrate how the framework can be applied to learning Generalized Linear models.$$$We then analyze the privacy guarantees provided by our approach against several types of adversaries and showcase experimental results that provide evidence for the framework's viability in practical deployments.",OBJECTIVES OBJECTIVES METHODS RESULTS RESULTS
D00716,"Unsupervised learning for visual perception of 3D geometry is of great interest to autonomous systems.$$$Recent works on unsupervised learning have made considerable progress on geometry perception; however, they perform poorly on dynamic objects and scenarios with dark and noisy environments.$$$In contrast, supervised learning algorithms, which are robust, require large labeled geometric data-set.$$$This paper introduces SIGNet, a novel framework that provides robust geometry perception without requiring geometrically informative labels.$$$Specifically, SIGNet integrates semantic information to make unsupervised robust geometric predictions for dynamic objects in low lighting and noisy environments.$$$SIGNet is shown to improve upon the state of art unsupervised learning for geometry perception by 30% (in squared relative error for depth prediction).$$$In particular, SIGNet improves the dynamic object class performance by 39% in depth prediction and 29% in flow prediction.",BACKGROUND BACKGROUND BACKGROUND OBJECTIVES METHODS RESULTS RESULTS
D03742,"Text segmentation (TS) aims at dividing long text into coherent segments which reflect the subtopic structure of the text.$$$It is beneficial to many natural language processing tasks, such as Information Retrieval (IR) and document summarisation.$$$Current approaches to text segmentation are similar in that they all use word-frequency metrics to measure the similarity between two regions of text, so that a document is segmented based on the lexical cohesion between its words.$$$Various NLP tasks are now moving towards the semantic web and ontologies, such as ontology-based IR systems, to capture the conceptualizations associated with user needs and contents.$$$Text segmentation based on lexical cohesion between words is hence not sufficient anymore for such tasks.$$$This paper proposes OntoSeg, a novel approach to text segmentation based on the ontological similarity between text blocks.$$$The proposed method uses ontological similarity to explore conceptual relations between text segments and a Hierarchical Agglomerative Clustering (HAC) algorithm to represent the text as a tree-like hierarchy that is conceptually structured.$$$The rich structure of the created tree further allows the segmentation of text in a linear fashion at various levels of granularity.$$$The proposed method was evaluated on a wellknown dataset, and the results show that using ontological similarity in text segmentation is very promising.$$$Also we enhance the proposed method by combining ontological similarity with lexical similarity and the results show an enhancement of the segmentation quality.",BACKGROUND BACKGROUND OBJECTIVES OBJECTIVES/METHODS OBJECTIVES METHODS METHODS METHODS RESULTS/CONCLUSIONS METHODS/RESULTS
D04541,"An important issue with oversampled FIR analysis filter banks (FBs) is to determine inverse synthesis FBs, when they exist.$$$Given any complex oversampled FIR analysis FB, we first provide an algorithm to determine whether there exists an inverse FIR synthesis system.$$$We also provide a method to ensure the Hermitian symmetry property on the synthesis side, which is serviceable to processing real-valued signals.$$$As an invertible analysis scheme corresponds to a redundant decomposition, there is no unique inverse FB.$$$Given a particular solution, we parameterize the whole family of inverses through a null space projection.$$$The resulting reduced parameter set simplifies design procedures, since the perfect reconstruction constrained optimization problem is recast as an unconstrained optimization problem.$$$The design of optimized synthesis FBs based on time or frequency localization criteria is then investigated, using a simple yet efficient gradient algorithm.",BACKGROUND/OBJECTIVES OBJECTIVES/RESULTS RESULTS BACKGROUND METHODS/RESULTS METHODS/RESULTS RESULTS/CONCLUSIONS
D00044,"We propose a mechanism that incorporates network coding into TCP with only minor changes to the protocol stack, thereby allowing incremental deployment.$$$In our scheme, the source transmits random linear combinations of packets currently in the congestion window.$$$At the heart of our scheme is a new interpretation of ACKs - the sink acknowledges every degree of freedom (i.e., a linear combination that reveals one unit of new information) even if it does not reveal an original packet immediately.$$$Such ACKs enable a TCP-like sliding-window approach to network coding.$$$Our scheme has the nice property that packet losses are essentially masked from the congestion control algorithm.$$$Our algorithm therefore reacts to packet drops in a smooth manner, resulting in a novel and effective approach for congestion control over networks involving lossy links such as wireless links.$$$Our experiments show that our algorithm achieves higher throughput compared to TCP in the presence of lossy wireless links.$$$We also establish the soundness and fairness properties of our algorithm.",OBJECTIVES/RESULTS METHODS METHODS METHODS METHODS METHODS RESULTS RESULTS
D02526,"Generative adversarial networks (GANs) are powerful tools for learning generative models.$$$In practice, the training may suffer from lack of convergence.$$$GANs are commonly viewed as a two-player zero-sum game between two neural networks.$$$Here, we leverage this game theoretic view to study the convergence behavior of the training process.$$$Inspired by the fictitious play learning process, a novel training method, referred to as Fictitious GAN, is introduced.$$$Fictitious GAN trains the deep neural networks using a mixture of historical models.$$$Specifically, the discriminator (resp. generator) is updated according to the best-response to the mixture outputs from a sequence of previously trained generators (resp. discriminators).$$$It is shown that Fictitious GAN can effectively resolve some convergence issues that cannot be resolved by the standard training approach.$$$It is proved that asymptotically the average of the generator outputs has the same distribution as the data samples.",BACKGROUND OBJECTIVES BACKGROUND METHODS/CONCLUSIONS METHODS/RESULTS METHODS/RESULTS METHODS/RESULTS RESULTS/CONCLUSIONS RESULTS/CONCLUSIONS
D05352,"Leveraging large historical data in electronic health record (EHR), we developed Doctor AI, a generic predictive model that covers observed medical conditions and medication uses.$$$Doctor AI is a temporal model using recurrent neural networks (RNN) and was developed and applied to longitudinal time stamped EHR data from 260K patients over 8 years.$$$Encounter records (e.g. diagnosis codes, medication codes or procedure codes) were input to RNN to predict (all) the diagnosis and medication categories for a subsequent visit.$$$Doctor AI assesses the history of patients to make multilabel predictions (one label for each diagnosis or medication category).$$$Based on separate blind test set evaluation, Doctor AI can perform differential diagnosis with up to 79% recall@30, significantly higher than several baselines.$$$Moreover, we demonstrate great generalizability of Doctor AI by adapting the resulting models from one institution to another without losing substantial accuracy.",METHODS METHODS METHODS METHODS RESULTS RESULTS
D04793,"Novel scientific knowledge is constantly produced by the scientific community.$$$Understanding the level of novelty characterized by scientific literature is key for modeling scientific dynamics and analyzing the growth mechanisms of scientific knowledge.$$$Metrics derived from bibliometrics and citation analysis were effectively used to characterize the novelty in scientific development.$$$However, time is required before we can observe links between documents such as citation links or patterns derived from the links, which makes these techniques more effective for retrospective analysis than predictive analysis.$$$In this study, we present a new approach to measuring the novelty of a research topic in a scientific community over a specific period by tracking semantic changes of the terms and characterizing the research topic in their usage context.$$$The semantic changes are derived from the text data of scientific literature by temporal embedding learning techniques.$$$We validated the effects of the proposed novelty metric on predicting the future growth of scientific publications and investigated the relations between novelty and growth by panel data analysis applied in a large-scale publication dataset (MEDLINE/PubMed).$$$Key findings based on the statistical investigation indicate that the novelty metric has significant predictive effects on the growth of scientific literature and the predictive effects may last for more than ten years.$$$We demonstrated the effectiveness and practical implications of the novelty metric in three case studies.",BACKGROUND BACKGROUND BACKGROUND BACKGROUND OBJECTIVES METHODS METHODS CONCLUSIONS CONCLUSIONS
D05413,"Voice disguise, purposeful modification of one's speaker identity with the aim of avoiding being identified as oneself, is a low-effort way to fool speaker recognition, whether performed by a human or an automatic speaker verification (ASV) system.$$$We present an evaluation of the effectiveness of age stereotypes as a voice disguise strategy, as a follow up to our recent work where 60 native Finnish speakers attempted to sound like an elderly and like a child.$$$In that study, we presented evidence that both ASV and human observers could easily miss the target speaker but we did not address how believable the presented vocal age stereotypes were; this study serves to fill that gap.$$$The interesting cases would be speakers who succeed in being missed by the ASV system, and which a typical listener cannot detect as being a disguise.$$$We carry out a perceptual test to study the quality of the disguised speech samples.$$$The listening test was carried out both locally and with the help of Amazon's Mechanical Turk (MT) crowd-workers.$$$A total of 91 listeners participated in the test and were instructed to estimate both the speaker's chronological and intended age.$$$The results indicate that age estimations for the intended old and child voices for female speakers were towards the target age groups, while for male speakers, the age estimations corresponded to the direction of the target voice only for elderly voices.$$$In the case of intended child's voice, listeners estimated the age of male speakers to be older than their chronological age for most of the speakers and not the intended target age.",BACKGROUND OBJECTIVES BACKGROUND OBJECTIVES METHODS METHODS METHODS RESULTS/CONCLUSIONS RESULTS/CONCLUSIONS
D06367,"We present a generic and automated approach to re-identifying nodes in anonymized social networks which enables novel anonymization techniques to be quickly evaluated.$$$It uses machine learning (decision forests) to matching pairs of nodes in disparate anonymized sub-graphs.$$$The technique uncovers artefacts and invariants of any black-box anonymization scheme from a small set of examples.$$$Despite a high degree of automation, classification succeeds with significant true positive rates even when small false positive rates are sought.$$$Our evaluation uses publicly available real world datasets to study the performance of our approach against real-world anonymization strategies, namely the schemes used to protect datasets of The Data for Development (D4D) Challenge.$$$We show that the technique is effective even when only small numbers of samples are used for training.$$$Further, since it detects weaknesses in the black-box anonymization scheme it can re-identify nodes in one social network when trained on another.",BACKGROUND METHODS RESULTS CONCLUSIONS BACKGROUND RESULTS RESULTS
D05210,"We present a novel cross-view classification algorithm where the gallery and probe data come from different views.$$$A popular approach to tackle this problem is the multi-view subspace learning (MvSL) that aims to learn a latent subspace shared by multi-view data.$$$Despite promising results obtained on some applications, the performance of existing methods deteriorates dramatically when the multi-view data is sampled from nonlinear manifolds or suffers from heavy outliers.$$$To circumvent this drawback, motivated by the Divide-and-Conquer strategy, we propose Multi-view Hybrid Embedding (MvHE), a unique method of dividing the problem of cross-view classification into three subproblems and building one model for each subproblem.$$$Specifically, the first model is designed to remove view discrepancy, whereas the second and third models attempt to discover the intrinsic nonlinear structure and to increase discriminability in intra-view and inter-view samples respectively.$$$The kernel extension is conducted to further boost the representation power of MvHE.$$$Extensive experiments are conducted on four benchmark datasets.$$$Our methods demonstrate overwhelming advantages against the state-of-the-art MvSL based cross-view classification approaches in terms of classification accuracy and robustness.",BACKGROUND BACKGROUND BACKGROUND/OBJECTIVES METHODS METHODS METHODS OTHERS RESULTS/CONCLUSIONS
D01238,"Estimating the influence of a given feature to a model prediction is challenging.$$$We introduce ROAR, RemOve And Retrain, a benchmark to evaluate the accuracy of interpretability methods that estimate input feature importance in deep neural networks.$$$We remove a fraction of input features deemed to be most important according to each estimator and measure the change to the model accuracy upon retraining.$$$The most accurate estimator will identify inputs as important whose removal causes the most damage to model performance relative to all other estimators.$$$This evaluation produces thought-provoking results -- we find that several estimators are less accurate than a random assignment of feature importance.$$$However, averaging a set of squared noisy estimators (a variant of a technique proposed by Smilkov et al.$$$(2017)), leads to significant gains in accuracy for each method considered and far outperforms such a random guess.",BACKGROUND METHODS METHODS METHODS RESULTS RESULTS RESULTS
D00451,"The paper aims to show how an application can be developed that converts the English language into the Punjabi Language, and the same application can convert the Text to Speech(TTS) i.e. pronounce the text.$$$This application can be really beneficial for those with special needs.",OBJECTIVES OBJECTIVES
D00115,"Extreme learning machine (ELM) is an extremely fast learning method and has a powerful performance for pattern recognition tasks proven by enormous researches and engineers.$$$However, its good generalization ability is built on large numbers of hidden neurons, which is not beneficial to real time response in the test process.$$$In this paper, we proposed new ways, named ""constrained extreme learning machines"" (CELMs), to randomly select hidden neurons based on sample distribution.$$$Compared to completely random selection of hidden nodes in ELM, the CELMs randomly select hidden nodes from the constrained vector space containing some basic combinations of original sample vectors.$$$The experimental results show that the CELMs have better generalization ability than traditional ELM, SVM and some other related methods.$$$Additionally, the CELMs have a similar fast learning speed as ELM.",BACKGROUND BACKGROUND/OBJECTIVES OBJECTIVES/METHODS METHODS RESULTS/CONCLUSIONS RESULTS/CONCLUSIONS
D03207,"Optical Character Recognition (OCR) has been a topic of interest for many years.$$$It is defined as the process of digitizing a document image into its constituent characters.$$$Despite decades of intense research, developing OCR with capabilities comparable to that of human still remains an open challenge.$$$Due to this challenging nature, researchers from industry and academic circles have directed their attentions towards Optical Character Recognition.$$$Over the last few years, the number of academic laboratories and companies involved in research on Character Recognition has increased dramatically.$$$This research aims at summarizing the research so far done in the field of OCR.$$$It provides an overview of different aspects of OCR and discusses corresponding proposals aimed at resolving issues of OCR.",BACKGROUND BACKGROUND BACKGROUND BACKGROUND BACKGROUND OBJECTIVES OBJECTIVES
D04420,"Stochastic behaviors of resistive random access memory (RRAM) play an important role in the design of cross-point memory arrays.$$$A Monte Carlo compact model of oxide RRAM is developed and calibrated with experiments on various device stack configurations.$$$With Monte Carlo SPICE simulations, we show that an increase in array size and interconnect wire resistance will statistically deteriorate write functionality.$$$Write failure probability (WFP) has an exponential dependency on device uniformity and supply voltage (VDD), and the array bias scheme is a key knob.$$$Lowering array VDD leads to higher effective energy consumption (EEC) due to the increase in WFP when the variation statistics are included in the analysis.$$$Random-access simulations indicate that data sparsity statistically benefits write functionality and energy consumption.$$$Finally, we show that a pseudo-sub-array topology with uniformly distributed pre-forming cells in the pristine high resistance state is able to reduce both WFP and EEC, enabling higher net capacity for memory circuits due to improved variation tolerance.",BACKGROUND METHODS RESULTS RESULTS RESULTS RESULTS RESULTS
D06361,"Estimating statistical models within sensor networks requires distributed algorithms, in which both data and computation are distributed across the nodes of the network.$$$We propose a general approach for distributed learning based on combining local estimators defined by pseudo-likelihood components, encompassing a number of combination methods, and provide both theoretical and experimental analysis.$$$We show that simple linear combination or max-voting methods, when combined with second-order information, are statistically competitive with more advanced and costly joint optimization.$$$Our algorithms have many attractive properties including low communication and computational cost and ""any-time"" behavior.",BACKGROUND OBJECTIVES METHODS METHODS
D01062,"In this paper, we review multi-agent collective behavior algorithms in the literature and classify them according to their underlying mathematical structure.$$$For each mathematical technique, we identify the multi-agent coordination tasks it can be applied to, and we analyze its scalability, bandwidth use, and demonstrated maturity.$$$We highlight how versatile techniques such as artificial potential functions can be used for applications ranging from low-level position control to high-level coordination and task allocation, we discuss possible reasons for the slow adoption of complex distributed coordination algorithms in the field, and we highlight areas for further research and development.",OBJECTIVES METHODS RESULTS
D06315,"Humans have an unparalleled visual intelligence and can overcome visual ambiguities that machines currently cannot.$$$Recent works have shown that incorporating guidance from humans during inference for monocular viewpoint-estimation can help overcome difficult cases in which the computer-alone would have otherwise failed.$$$These hybrid intelligence approaches are hence gaining traction.$$$However, deciding what question to ask the human at inference time remains an unknown for these problems.$$$We address this question by formulating it as an Adviser Problem: can we learn a mapping from the input to a specific question to ask the human to maximize the expected positive impact to the overall task?$$$We formulate a solution to the adviser problem for viewpoint estimation using a deep network where the question asks for the location of a keypoint in the input image.$$$We show that by using the Adviser Network's recommendations, the model and the human outperforms the previous hybrid-intelligence state-of-the-art by 3.7%, and the computer-only state-of-the-art by 5.28% absolute.",BACKGROUND BACKGROUND BACKGROUND OBJECTIVES METHODS METHODS RESULTS
D03804,"Many real world applications can be framed as multi-objective optimization problems, where we wish to simultaneously optimize for multiple criteria.$$$Bayesian optimization techniques for the multi-objective setting are pertinent when the evaluation of the functions in question are expensive.$$$Traditional methods for multi-objective optimization, both Bayesian and otherwise, are aimed at recovering the Pareto front of these objectives.$$$However, in certain cases a practitioner might desire to identify Pareto optimal points only in a particular region of the Pareto front due to external considerations.$$$In this work, we propose a strategy based on random scalarizations of the objectives that addresses this problem.$$$While being computationally similar or cheaper than other approaches, our approach is flexible enough to sample from specified subsets of the Pareto front or the whole of it.$$$We also introduce a novel notion of regret in the multi-objective setting and show that our strategy achieves sublinear regret.$$$We experiment with both synthetic and real-life problems, and demonstrate superior performance of our proposed algorithm in terms of flexibility, scalability and regret.",BACKGROUND BACKGROUND BACKGROUND OBJECTIVES OBJECTIVES/METHODS METHODS METHODS RESULTS/CONCLUSIONS
D05693,"Dynamic ensemble selection (DES) techniques work by estimating the level of competence of each classifier from a pool of classifiers.$$$Only the most competent ones are selected to classify a given test sample.$$$Hence, the key issue in DES is the criterion used to estimate the level of competence of the classifiers in predicting the label of a given test sample.$$$In order to perform a more robust ensemble selection, we proposed the META-DES framework using meta-learning, where multiple criteria are encoded as meta-features and are passed down to a meta-classifier that is trained to estimate the competence level of a given classifier.$$$In this technical report, we present a step-by-step analysis of each phase of the framework during training and test.$$$We show how each set of meta-features is extracted as well as their impact on the estimation of the competence level of the base classifier.$$$Moreover, an analysis of the impact of several factors in the system performance, such as the number of classifiers in the pool, the use of different linear base classifiers, as well as the size of the validation data.$$$We show that using the dynamic selection of linear classifiers through the META-DES framework, we can solve complex non-linear classification problems where other combination techniques such as AdaBoost cannot.",BACKGROUND BACKGROUND BACKGROUND OBJECTIVES OBJECTIVES OBJECTIVES/METHODS RESULTS CONCLUSIONS
D00819,"Sparse connectivity is an important factor behind the success of convolutional neural networks and recurrent neural networks.$$$In this paper, we consider the problem of learning sparse connectivity for feedforward neural networks (FNNs).$$$The key idea is that a unit should be connected to a small number of units at the next level below that are strongly correlated.$$$We use Chow-Liu's algorithm to learn a tree-structured probabilistic model for the units at the current level, use the tree to identify subsets of units that are strongly correlated, and introduce a new unit with receptive field over the subsets.$$$The procedure is repeated on the new units to build multiple layers of hidden units.$$$The resulting model is called a TRF-net.$$$Empirical results show that, when compared to dense FNNs, TRF-net achieves better or comparable classification performance with much fewer parameters and sparser structures.$$$They are also more interpretable.",BACKGROUND OBJECTIVES METHODS METHODS METHODS METHODS RESULTS RESULTS
D04142,"In 2016, 2017, and 2018 at the IEEE Conference on Computational Intelligence in Games, the authors of this paper ran a competition for agents that can play classic text-based adventure games.$$$This competition fills a gap in existing game AI competitions that have typically focussed on traditional card/board games or modern video games with graphical interfaces.$$$By providing a platform for evaluating agents in text-based adventures, the competition provides a novel benchmark for game AI with unique challenges for natural language understanding and generation.$$$This paper summarises the three competitions ran in 2016, 2017, and 2018 (including details of open source implementations of both the competition framework and our competitors) and presents the results of an improved evaluation of these competitors across 20 games.",BACKGROUND BACKGROUND/OBJECTIVES BACKGROUND/OBJECTIVES METHODS/RESULTS
D03379,"An optimal data partitioning in parallel & distributed implementation of clustering algorithms is a necessary computation as it ensures independent task completion, fair distribution, less number of affected points and better & faster merging.$$$Though partitioning using Kd Tree is being conventionally used in academia, it suffers from performance drenches and bias (non equal distribution) as dimensionality of data increases and hence is not suitable for practical use in industry where dimensionality can be of order of 100s to 1000s.$$$To address these issues we propose two new partitioning techniques using existing mathematical models & study their feasibility, performance (bias and partitioning speed) & possible variants in choosing initial seeds.$$$First method uses an n dimensional hashed grid based approach which is based on mapping the points in space to a set of cubes which hashes the points.$$$Second method uses a tree of voronoi planes where each plane corresponds to a partition.$$$We found that grid based approach was computationally impractical, while using a tree of voronoi planes (using scalable K-Means++ initial seeds) drastically outperformed the Kd-tree tree method as dimensionality increased.",OBJECTIVES METHODS METHODS METHODS METHODS RESULTS/CONCLUSIONS
D04057,"In this paper, we present a new method for detecting road users in an urban environment which leads to an improvement in multiple object tracking.$$$Our method takes as an input a foreground image and improves the object detection and segmentation.$$$This new image can be used as an input to trackers that use foreground blobs from background subtraction.$$$The first step is to create foreground images for all the frames in an urban video.$$$Then, starting from the original blobs of the foreground image, we merge the blobs that are close to one another and that have similar optical flow.$$$The next step is extracting the edges of the different objects to detect multiple objects that might be very close (and be merged in the same blob) and to adjust the size of the original blobs.$$$At the same time, we use the optical flow to detect occlusion of objects that are moving in opposite directions.$$$Finally, we make a decision on which information we keep in order to construct a new foreground image with blobs that can be used for tracking.$$$The system is validated on four videos of an urban traffic dataset.$$$Our method improves the recall and precision metrics for the object detection task compared to the vanilla background subtraction method and improves the CLEAR MOT metrics in the tracking tasks for most videos.",OBJECTIVES METHODS METHODS METHODS METHODS METHODS METHODS METHODS RESULTS CONCLUSIONS
D02651,"The metrics play increasingly fundamental role in the design, development, deployment and operation of telecommunication systems.$$$Despite their importance, the studies of metrics are usually limited to a narrow area or a well-defined objective.$$$Our study aims to more broadly survey the metrics that are commonly used for analyzing, developing and managing telecommunication networks in order to facilitate understanding of the current metrics landscape.$$$The metrics are simple abstractions of systems, and they directly influence how the systems are perceived by different stakeholders.$$$However, defining and using metrics for telecommunication systems with ever increasing complexity is a complicated matter which has not been so far systematically and comprehensively considered in the literature.$$$The common metrics sources are identified, and how the metrics are used and selected is discussed.$$$The most commonly used metrics for telecommunication systems are categorized and presented as energy and power metrics, quality-of-service metrics, quality-of-experience metrics, security metrics, and reliability and resilience metrics.$$$Finally, the research directions and recommendations how the metrics can evolve, and be defined and used more effectively are outlined.",BACKGROUND BACKGROUND OBJECTIVES BACKGROUND BACKGROUND RESULTS RESULTS RESULTS
D03662,"Content-Centric Networking (CCN) is an internetworking paradigm that offers an alternative to today's IP-based Internet Architecture.$$$Instead of focusing on hosts and their locations, CCN emphasizes addressable named content.$$$By decoupling content from its location, CCN allows opportunistic in-network content caching, thus enabling better network utilization, at least for scalable content distribution.$$$However, in order to be considered seriously, CCN must support basic security services, including content authenticity, integrity, confidentiality, authorization and access control.$$$Current approaches rely on content producers to perform authorization and access control.$$$This general approach has several disadvantages.$$$First, consumer privacy vis-a-vis producers is not preserved.$$$Second, identity management and access control impose high computational overhead on producers.$$$Also, unnecessary repeated authentication and access control decisions must be made for each content request.$$$These issues motivate our design of KRB-CCN - a complete authorization and access control system for private CCNs.$$$Inspired by Kerberos in IP-based networks, KRB-CCN involves distinct authentication and authorization authorities.$$$By doing so, KRB-CCN obviates the need for producers to make consumer authentication and access control decisions.$$$KRB-CCN preserves consumer privacy since producers are unaware of consumer identities.$$$Producers are also not required to keep any hard state and only need to perform two symmetric key operations to guarantee that sensitive content is confidentially delivered only to authenticated and authorized consumers.$$$Most importantly, unlike prior designs, KRB-CCN leaves the network (i.e., CCN routers) out of any authorization, access control or confidentiality issues.$$$We describe KRB-CCN design and implementation, analyze its security, and report on its performance.",BACKGROUND BACKGROUND BACKGROUND BACKGROUND BACKGROUND OBJECTIVES OBJECTIVES OBJECTIVES OBJECTIVES OBJECTIVES METHODS METHODS RESULTS RESULTS RESULTS CONCLUSIONS
D04818,"cryptographic hash function is a deterministic procedure that compresses an arbitrary block of numerical data and returns a fixed-size bit string.$$$There exist many hash functions: MD5, HAVAL, SHA, ...$$$It was reported that these hash functions are not longer secure.$$$Our work is focused in the construction of a new hash function based on composition of functions.$$$The construction used the NP-completeness of Three-dimensional contingency tables and the relaxation of the constraint that a hash function should also be a compression function.",BACKGROUND BACKGROUND BACKGROUND OBJECTIVES/METHODS METHODS/RESULTS/CONCLUSIONS
D05164,"Due to the rapidly rising popularity of Massive Open Online Courses (MOOCs), there is a growing demand for scalable automated support technologies for student learning.$$$Transferring traditional educational resources to online contexts has become an increasingly relevant problem in recent years.$$$For learning science theories to be applicable, educators need a way to identify learning behaviors of students which contribute to learning outcomes, and use them to design and provide personalized intervention support to the students.$$$Click logs are an important source of information about students' learning behaviors, however current literature has limited understanding of how these behaviors are represented within click logs.$$$In this project, we have exploited the temporal dynamics of student behaviors both to do behavior modeling via graphical modeling approaches and to do performance prediction via recurrent neural network approaches in order to first identify student behaviors and then use them to predict their final outcome in the course.$$$Our experiments showed that the long short-term memory (LSTM) model is capable of learning long-term dependencies in a sequence and outperforms other strong baselines in the prediction task.$$$Further, these sequential approaches to click log analysis can be successfully imported to other courses when used with results obtained from graphical model behavior modeling.",BACKGROUND BACKGROUND BACKGROUND OBJECTIVES OBJECTIVES/METHODS RESULTS/CONCLUSIONS RESULTS/CONCLUSIONS
D03612,"Improving patient care safety is an ultimate objective for medical cyber-physical systems.$$$A recent study shows that the patients' death rate can be significantly reduced by computerizing medical best practice guidelines.$$$To facilitate the development of computerized medical best practice guidelines, statecharts are often used as a modeling tool because of their high resemblances to disease and treatment models and their capabilities to provide rapid prototyping and simulation for clinical validations.$$$However, some implementations of statecharts, such as Yakindu statecharts, are priority-based and have synchronous execution semantics which makes it difficult to model certain functionalities that are essential in modeling medical guidelines, such as two-way communications and configurable execution orders.$$$Rather than introducing new statechart elements or changing the statechart implementation's underline semantics, we use existing basic statechart elements to design model patterns for the commonly occurring issues.$$$In particular, we show the design of model patterns for two-way communications and configurable execution orders and formally prove the correctness of these model patterns.$$$We further use a simplified airway laser surgery scenario as a case study to demonstrate how the developed model patterns address the two-way communication and configurable execution order issues and their impact on validation and verification of medical safety properties.",BACKGROUND BACKGROUND BACKGROUND OBJECTIVES METHODS METHODS RESULTS
D01883,"Comtraces (combined traces) are extensions of Mazurkiewicz traces that can model the ""not later than"" relationship.$$$In this paper, we first introduce the novel notion of generalized comtraces, extensions of comtraces that can additionally model the ""non-simultaneously"" relationship.$$$Then we study some basic algebraic properties and canonical reprentations of comtraces and generalized comtraces.$$$Finally we analyze the relationship between generalized comtraces and generalized stratified order structures.$$$The major technical contribution of this paper is a proof showing that generalized comtraces can be represented by generalized stratified order structures.",BACKGROUND RESULTS METHODS RESULTS RESULTS/CONCLUSIONS
